COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA
DATOS DISPONIBLES EN LA BASE DE DATOS A: MARZO DE 2024; CON LA INFORMACIÓN SUMINISTRADA POR LAS OFICINAS REGIONALES 

 ESTACIÓN  : 26024 
 NOMBRE    : PRESA ADOLFO RUIZ CORTINEZ -CORTINA- 
 ESTADO    : SONORA 
 MUNICIPIO : ÁLAMOS 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 27.24888889 ° 
 LONGITUD  : -109.0583333 ° 
 ALTITUD   : 144 msnm 

EMISIÓN   : 22/03/2024



FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1955-07-22	0	NULO	36.3	NULO
1990-12-19	0	3.4	23	10
1990-12-20	0	2.9	24	11.5
1990-12-21	0	2.9	20	11.5
1990-12-22	0	0.6	19.5	11
1990-12-23	0	2.9	21.5	10
1990-12-24	0	3	22	10.5
1990-12-25	0	2.2	21.5	8.5
1990-12-26	1	2.4	21	11
1990-12-27	41	2	21	13
1990-12-28	9	1.3	20.5	13
1990-12-29	2	2.25	23.5	15
1990-12-30	0	3.3	25	16
1990-12-31	0	3.6	27	15
1991-01-01	0	3.25	27	15.5
1991-01-02	0	3.2	27.5	10.5
1991-01-03	0	3.15	28.5	11
1991-01-04	1.5	1.6	24.5	16
1991-01-05	9.5	1.5	19	16.5
1991-01-06	0	3.6	24.5	14
1991-01-07	0	1.7	26	14
1991-01-08	0	2.6	23	14
1991-01-09	0	2.3	22	12.5
1991-01-10	0	3.4	23	12.5
1991-01-11	0	3.25	24	12
1991-01-12	0	3.55	25.5	12
1991-01-13	0	3.55	26.5	13
1991-01-14	0	3.35	25.5	13
1991-01-15	0	3.45	25.5	12
1991-01-16	0	4.55	26	12
1991-01-17	0	4.3	20	12.5
1991-01-18	0	2.6	22	10.5
1991-01-19	0	4.3	25	10
1991-01-20	0	3	21	10
1991-01-21	0	2.9	24	14
1991-01-22	0	2.6	24	11.5
1991-01-23	0	3.3	20.5	12
1991-01-24	0	4.6	23.5	11
1991-01-25	0	5.1	26	10.5
1991-01-26	0	3.4	25	13
1991-01-27	0	3	24	13
1991-01-28	0	3	24	12
1991-01-29	0	4.1	24	12.5
1991-01-30	0	3.5	24	9.5
1991-01-31	0	4.8	24	9.5
1991-02-01	0	4.45	28	10
1991-02-02	0	4.25	28	12.5
1991-02-03	0	4.75	27	13
1991-02-04	0	4.95	24	13
1991-02-05	0	5.95	29	13
1991-02-06	0	5.25	30	13.5
1991-02-07	0	4.9	30	14
1991-02-08	0	4.3	29	13.5
1991-02-09	0	4.1	28	13
1991-02-10	3	0.9	20	15
1991-02-11	1	0.7	26	16.5
1991-02-12	0	3.35	26	17
1991-02-13	0	4.1	28.5	16
1991-02-14	0	5.2	30	16
1991-02-15	0	3.45	28	17
1991-02-16	0	5.9	30	17
1991-02-17	0	3.3	20.5	15
1991-02-18	0	3.7	23	11
1991-02-19	0	8.25	22	12
1991-02-20	0	7.25	24	11.5
1991-02-21	0	5.8	27	11
1991-02-22	0	6.3	30	11
1991-02-23	0	5.35	28	12.5
1991-02-24	0	4.95	27.5	14
1991-02-25	0	4.8	28	15
1991-02-26	0	6.45	30	17.5
1991-02-27	1	7.25	28	15
1991-02-28	7	8.6	23	16
1991-03-01	0	5	26.5	15
1991-03-02	0	5.55	24	15
1991-03-03	0	5.95	29	12.5
1991-03-04	0	6.4	28.5	12
1991-03-05	0	5.9	30	15
1991-03-06	0	7.5	31	15
1991-03-07	0	6.95	28.5	15
1991-03-08	0	5.4	29	13
1991-03-09	0	6.95	31.5	12.5
1991-03-10	0	7.4	30.5	13
1991-03-11	0	4.3	27	13
1991-03-12	0	6.85	29	14
1991-03-13	0	6.85	29	14
1991-03-14	0	7.5	27	14
1991-03-15	0	5.35	26	12.5
1991-03-16	0	5.4	24	11
1991-03-17	0	6.75	28	11.5
1991-03-18	0	4.6	25.5	12.5
1991-03-19	0	1.35	22	15.5
1991-03-20	0	1.6	21	15.5
1991-03-21	0	5	23.5	10
1991-03-22	0	5.4	25.5	11
1991-03-23	0	5.45	29	12
1991-03-24	0	8.45	31	14
1991-03-25	0	6.45	31.5	13.5
1991-03-26	0	3.25	22	15
1991-03-27	0	4.8	25.5	14
1991-03-28	0	7.15	24	10.5
1991-03-29	0	7.15	28	10
1991-03-30	0	7.1	30.5	10
1991-03-31	0	9.55	34	12
1991-04-01	0	7.65	33	14
1991-04-02	0	8.65	32	14
1991-04-03	0	8.4	32	14
1991-04-04	0	10.1	33.5	14.5
1991-04-05	0	9	34	16
1991-04-06	0	7.4	33	17
1991-04-07	0	9.6	34	16.5
1991-04-08	0	9.75	33.5	16
1991-04-09	0	10.25	34	15.5
1991-04-10	0	8.7	34	16
1991-04-11	0	11.4	33	16
1991-04-12	0	8.4	30.5	16
1991-04-13	0	9.05	30	12.5
1991-04-14	0	10.1	34	14
1991-04-15	0	9.65	33	14
1991-04-16	0	9.55	34	15
1991-04-17	0	4.8	29	16
1991-04-18	0	6.7	30.5	18.5
1991-04-19	0	9.9	34	18
1991-04-20	0	10.4	36.5	17.5
1991-04-21	0	10.95	36	17.5
1991-04-22	0	12.75	34	17
1991-04-23	0	10.25	34	17
1991-04-24	0	9.8	32	16.5
1991-04-25	0	7.7	31	15
1991-04-26	0	8.7	31	16
1991-04-27	0	8.75	30.5	15.5
1991-04-28	0	9.9	32	15.5
1991-04-29	0	10.65	32	16
1991-04-30	0	9.95	33.5	16.5
1991-05-01	0	10.65	35	16
1991-05-02	0	9.85	33	16
1991-05-03	0	10.15	33	15
1991-05-04	0	9.95	34	15.5
1991-05-05	0	10.8	39	15
1991-05-06	0	12.75	37.5	17
1991-05-07	0	10.55	36	18.5
1991-05-08	0	10.1	34.5	18
1991-05-09	0	11	36	18
1991-05-10	0	10.5	35.5	18
1991-05-11	0	10.7	34	16
1991-05-12	0	10.55	36.5	16
1991-05-13	0	11.4	36	18.5
1991-05-14	0	12.05	35.5	19
1991-05-15	0	10.75	35	18.5
1991-05-16	0	10.7	34.5	18
1991-05-17	0	11.8	35	18
1991-05-18	0	11.6	35	18.5
1991-05-19	0	9.7	34	19.5
1991-05-20	0	7.65	32	19.5
1991-05-21	0	8.35	32	20
1991-05-22	0	8.9	33	18.5
1991-05-23	0	9.45	34	18
1991-05-24	0	11.65	37	18.5
1991-05-25	0	11.4	36.5	20
1991-05-26	0	11	35	20
1991-05-27	0	10.5	35	20.5
1991-05-28	0	10.8	36	19
1991-05-29	0	10.5	35	20
1991-05-30	0	11.65	35.5	19
1991-05-31	0	11.5	34	19.5
1991-06-01	0	9.75	33	17.5
1991-06-02	0	9.85	34	16.5
1991-06-03	0	10.85	36	16
1991-06-04	0	11.9	38	20
1991-06-05	0	11.9	37	20.5
1991-06-06	0	13.6	40.5	21
1991-06-07	0	13.55	40	22
1991-06-08	0	12.55	39.5	22
1991-06-09	0	12.05	38	23
1991-06-10	0	14.85	37	23
1991-06-11	0	9.8	36	24
1991-06-12	0	11.6	37	24.5
1991-06-13	0	11.25	35	22
1991-06-14	0	11.85	35.5	20
1991-06-15	0	11.7	37.5	19.5
1991-06-16	0	13.3	38.5	20.5
1991-06-17	0	13.25	39.5	21.5
1991-06-18	0	13.65	40	23
1991-06-19	0	10.8	40	24
1991-06-20	0	11.7	40	23
1991-06-21	0	13.1	38	23
1991-06-22	0	11.05	38	20.5
1991-06-23	0	12.15	37.5	20.5
1991-06-24	0	11.75	39	22
1991-06-25	0	13.25	39	23.5
1991-06-26	0	9.3	37.5	24
1991-06-27	0	10.6	37.5	26
1991-06-28	0	10.25	37	27
1991-06-29	0	11.6	37.5	26
1991-06-30	0	8.9	39	26
1991-07-01	14	7.65	37	25
1991-07-02	7	5.7	33	22
1991-07-03	6	4.15	30	23.5
1991-07-04	3	1.3	29	23
1991-07-05	4	4.2	29	24
1991-07-06	0	7.8	33	24
1991-07-07	0	9	35	23
1991-07-08	0	7.25	34.5	23.5
1991-07-09	3	5.75	34	24
1991-07-10	1	9.8	34.5	22
1991-07-11	0	7.4	34	23
1991-07-12	0	9.2	35	23.5
1991-07-13	1	8.8	35	24
1991-07-14	29	8.2	36	22
1991-07-15	0	7.7	35.5	22
1991-07-16	0	9	37	23
1991-07-17	37	11.15	35	24
1991-07-18	0	6.25	33	21
1991-07-19	0	8.5	35.5	23
1991-07-20	0	9.15	36	24.5
1991-07-21	0	9.55	37	24.5
1991-07-22	0	9.4	37	24
1991-07-23	2	7.75	35.5	24
1991-07-24	2	6.85	35	24.5
1991-07-25	13	5.6	32	24
1991-07-26	19	6.15	32	22
1991-07-27	1	8.15	33	22.5
1991-07-28	2	7	34	24
1991-07-29	25	4	28	22
1991-07-30	0	6.15	33	23
1991-07-31	0	8.45	35.5	24
1991-08-01	0	8.5	36.5	25
1991-08-02	0	9.8	37	25.5
1991-08-03	0	7.8	35	24.5
1991-08-04	0	8.7	35	24.5
1991-08-05	0	8	35	25.5
1991-08-06	0	5.75	35	25.5
1991-08-07	7	5.95	36	26
1991-08-08	11	8.55	36.5	24.5
1991-08-09	11	5.75	33	24
1991-08-10	4	6	32.5	21.5
1991-08-11	0	6.7	33.5	23.5
1991-08-12	3	9	36.5	24
1991-08-13	0	7.1	36	24.5
1991-08-14	2	5.9	34	24.5
1991-08-15	0	6.2	35	23
1991-08-16	0	7.65	36	24.5
1991-08-17	54	8.5	36.5	25
1991-08-18	0	6.9	33.5	21.5
1991-08-19	5	7.25	33	23.5
1991-08-20	0	7.45	34	22
1991-08-21	20	3.55	34.5	23
1991-08-22	0	7.1	32.5	22
1991-08-23	0	8	35.5	24
1991-08-24	0	6.7	34	24.5
1991-08-25	10	8.4	36	24
1991-08-26	8	2	31	23
1991-08-27	8.5	4.45	30.5	22
1991-08-28	0	6.45	33	23
1991-08-29	0	8.65	34.5	23.5
1991-08-30	0	7.45	34.5	24
1991-08-31	0	8.35	35.5	25
1991-09-01	7	8.1	33.5	25
1991-09-02	0	3.2	31	23
1991-09-03	0	9.55	34	23
1991-09-04	3	8	36.5	24
1991-09-05	0	8	34	24
1991-09-06	0	4.65	34	24
1991-09-07	0	5.25	35	24
1991-09-08	1	7.15	34.5	26
1991-09-09	31	3	31	24.5
1991-09-10	5	1.95	38	21
1991-09-11	33	NULO	32	21.5
1991-09-12	0	3.05	29	21
1991-09-13	0	6.1	32	22.5
1991-09-14	0	6.2	32.5	22
1991-09-15	4	6.8	32.5	23
1991-09-16	0	5.1	30.5	21.5
1991-09-17	16	6.1	31	16
1991-09-18	0	4.6	31	19.5
1991-09-19	0.01	6.9	32.5	21.5
1991-09-20	0	3.75	29	22
1991-09-21	0	4.6	30.5	22.5
1991-09-22	0	6.25	34	23
1991-09-23	0	6	36	23
1991-09-24	24	3.2	35.5	23
1991-09-25	0	6.6	35	23
1991-09-26	0	6.3	36	24
1991-09-27	0	8.3	35	24
1991-09-28	0	6	35.5	23.5
1991-09-29	0	6.75	36	23
1991-09-30	0	7.55	37	23
1991-10-01	0	8	38	24
1991-10-02	1.5	7.35	35	23
1991-10-03	0	6.65	34	23
1991-10-04	5	7.2	33	22
1991-10-05	0	6	34	21
1991-10-06	0	6.65	37	22
1991-10-07	0	5.9	34	23
1991-10-08	0	7.25	37	24
1991-10-09	0	8.2	37.5	24.5
1991-10-10	0	9.1	38	24.5
1991-10-11	7	7.1	35	24
1991-10-12	0	4.45	36	22
1991-10-13	0	5.75	38.5	22.5
1991-10-14	0	6.05	35	24
1991-10-15	0	6.45	35	23
1991-10-16	0	6.45	35	24
1991-10-17	0	6.6	36	24
1991-10-18	0	7.85	35	23
1991-10-19	0	6	36.5	22
1991-10-20	0	6.6	34.5	23
1991-10-21	13	4.7	28	22
1991-10-22	0	6.05	32	20.5
1991-10-23	0	5.75	31	20
1991-10-24	0	6.1	30	18.5
1991-10-25	0	5.05	33	18
1991-10-26	0	4.7	30.5	16
1991-10-27	0	5.7	30	19
1991-10-28	0	5.65	30	18
1991-10-29	0	5.85	29	17.5
1991-10-30	0	6.65	30	17.5
1991-10-31	0	5.65	29	16
1991-11-01	0	6.05	30	15.5
1991-11-02	0	3.85	30	16
1991-11-03	0	5.9	31	16.5
1991-11-04	0	5.2	32	17
1991-11-05	0	3.05	27	18
1991-11-06	0	5.9	32	17
1991-11-07	0	5.85	32	16
1991-11-08	0	5.45	33.5	17
1991-11-09	0	6.1	32	18
1991-11-10	0	2.8	26.5	18.5
1991-11-11	0	1.45	24.5	19
1991-11-12	13	2.5	28	18.5
1991-11-13	13	3.8	25.5	19
1991-11-14	0	3.35	26.5	16.5
1991-11-15	3	3.05	26	17
1991-11-16	0	1.75	25	17
1991-11-17	0	3.6	27	15
1991-11-18	0	3.65	27	16
1991-11-19	0	5.4	27.5	16.5
1991-11-20	0	7.8	28	16.5
1991-11-21	0	4.6	29	16
1991-11-22	0	4.45	29	14.5
1991-11-23	0	4.4	30	14
1991-11-24	0	4.9	29.5	15
1991-11-25	0	4.5	29	15
1991-11-26	0	4.45	30	14
1991-11-27	0	4.95	29	15.5
1991-11-28	0	1.95	30	17
1991-11-29	0	4.15	23	15
1991-11-30	0	3.9	24.5	11
1991-12-01	0	3.85	19	9.5
1991-12-02	0	3.35	22	8
1991-12-03	0	3.65	25.5	8.5
1991-12-04	0	4.75	27.5	10
1991-12-05	0	3.95	28	12
1991-12-06	0	2.5	28	15
1991-12-07	0	3.95	24	14
1991-12-08	1.5	0.5	20.5	13.5
1991-12-09	0	3.2	25	15
1991-12-10	22	0.5	26	16.5
1991-12-11	0	3.5	22	17.5
1991-12-12	0	3.2	23.5	14.5
1991-12-13	0	3	25	14
1991-12-14	0	3.6	28	14
1991-12-15	0	2	23	15
1991-12-16	0	3.5	27	17.5
1991-12-17	3	2.15	25	17
1991-12-18	4	1.9	25.5	17.5
1991-12-19	8	1.15	24	16.5
1991-12-20	2.5	0.8	15	13
1991-12-21	0	1.9	19	12.5
1991-12-22	0	3.8	21	11.5
1991-12-23	0	2	23	11
1991-12-24	0	2.2	21	11
1991-12-25	0	2.1	22	11.5
1991-12-26	0	3.5	23	11
1991-12-27	0	4.4	25	11
1991-12-28	0	3.1	25	13
1991-12-29	0	1.75	21	14
1991-12-30	0	1.65	25	13
1991-12-31	0	3.3	26	13
1992-01-01	0	2.25	24	13.5
1992-01-02	0	1.85	22	13.5
1992-01-03	7	1.3	20	14.5
1992-01-04	9	0.3	18	14
1992-01-05	22	1	22.5	15
1992-01-06	4	1.3	20	15
1992-01-07	0	2.7	21.5	12.5
1992-01-08	0	3.8	22.5	11
1992-01-09	20	1.2	25	13
1992-01-10	10.5	2.9	22.5	14
1992-01-11	2	2.35	20	13
1992-01-12	0	1.95	21.5	13
1992-01-13	0	3	21	10.5
1992-01-14	0	2.1	22	10.5
1992-01-15	0	2.95	21	11
1992-01-16	0	2.4	23	12
1992-01-17	1.5	2.1	20.5	14
1992-01-18	0	2.4	22	12.5
1992-01-19	0	3.05	23	12
1992-01-20	0	1.7	22.5	15
1992-01-21	0	3.7	22.5	12
1992-01-22	0	3.4	23	10
1992-01-23	0	2.9	24	11
1992-01-24	2.5	1	18	12.5
1992-01-25	18	0.9	17.5	14
1992-01-26	0	2.1	22	14.5
1992-01-27	0	1.8	22	14
1992-01-28	0	2.35	26	14
1992-01-29	0	2.65	25	13.5
1992-01-30	0	4.1	26.5	14.5
1992-01-31	18	5.4	27	15
1992-02-01	1	2.7	22.5	13.5
1992-02-02	3	1.8	18	13
1992-02-03	10	0.85	17	12.5
1992-02-04	0	2.85	21.5	12
1992-02-05	0	3.6	25	12
1992-02-06	0	3.7	24	11
1992-02-07	4.5	1.7	20	12.5
1992-02-08	0	2.4	23.5	13
1992-02-09	0	3.7	25	14
1992-02-10	0	2.8	23.5	14
1992-02-11	0	4.1	24	14.5
1992-02-12	0	1.65	22	13.5
1992-02-13	8	0.85	18	14
1992-02-14	9	0.8	20	15.5
1992-02-15	0	3.2	24	14.5
1992-02-16	0	3.9	25	15
1992-02-17	0	2.9	23	13.5
1992-02-18	0	4.5	26	12.5
1992-02-19	0	4.55	27	12.5
1992-02-20	0	4.7	28	12
1992-02-21	0	4.95	29	13.5
1992-02-22	0	6.9	29.5	14
1992-02-23	0	4.3	27	15
1992-02-24	0	5.5	26	13.5
1992-02-25	0	6.55	27	12.5
1992-02-26	0	6.9	27.5	13
1992-02-27	0	6.1	27	13
1992-02-28	0	6.8	28	14
1992-02-29	0	5.8	29.5	14
1992-03-01	0	5.45	28	15
1992-03-02	2	2.7	26	17
1992-03-03	0	4.55	24	16
1992-03-04	0	5.2	25	13
1992-03-05	0	5.3	26	11
1992-03-06	0	6	28.5	10
1992-03-07	0	5	26	11
1992-03-08	0	5.85	24	12
1992-03-09	0	4.95	24	11
1992-03-10	0	6.55	27	10
1992-03-11	0	3.35	23	11
1992-03-12	0	6.7	29	12
1992-03-13	0	8.15	30.5	11
1992-03-14	0	7.9	32	14
1992-03-15	0	8.85	31.5	15
1992-03-16	0	7.8	30	14
1992-03-17	0	5.7	25.5	15
1992-03-18	0	6.05	28	12
1992-03-19	0	6.45	28	10
1992-03-20	0	2.85	25	12
1992-03-21	0	3.3	25.5	14
1992-03-22	0	5.2	27	15
1992-03-23	0	7.6	29.5	14
1992-03-24	0	7.35	30	15
1992-03-25	0	5.15	31	14
1992-03-26	1	5.75	27	12
1992-03-27	5	2.15	24	14.5
1992-03-28	3	5.05	26.5	12
1992-03-29	0	6.35	28.5	13
1992-03-30	0	7.25	29.5	14
1992-03-31	0	6.55	28	13
1992-04-01	0	6.35	27	13
1992-04-02	0	6.8	25	13
1992-04-03	0	5.9	26.5	13
1992-04-04	13	5.95	25	14
1992-04-05	0	7.3	26	13
1992-04-06	0	6.5	31.5	14
1992-04-07	0	7.35	32.5	15
1992-04-08	0	9.2	33	17.5
1992-04-09	0	8.7	33	16
1992-04-10	0	8.35	33	16.5
1992-04-11	0	8.45	34.5	17
1992-04-12	0	9.45	35	17
1992-04-13	0	9.55	35.5	16
1992-04-14	0	9.15	34	18
1992-04-15	0	8.65	33.5	17
1992-04-16	0	6.65	30	16
1992-04-17	0	7.7	32	17
1992-04-18	0	7.35	31	18
1992-04-19	0	7.85	30	18
1992-04-20	0	8.2	31	18
1992-04-21	0	10.85	33	17
1992-04-22	0	10.45	34	18
1992-04-23	0	9.55	36	18
1992-04-24	0	10	36	19
1992-04-25	0	11.25	37.5	20
1992-04-26	0	12.65	38.5	21
1992-04-27	0	12.2	40	22
1992-04-28	0	11.5	37.5	23
1992-04-29	0	11.6	38.5	23
1992-04-30	0	12	39	22.5
1992-05-01	0	11.4	39	24
1992-05-02	0	11.45	38.5	24
1992-05-03	0	13.85	38	24
1992-05-04	0	12.45	37.5	24
1992-05-05	0	11.55	37	22
1992-05-06	0	11.35	36	22
1992-05-07	0	10.7	35	20
1992-05-08	0	11.65	34	19.5
1992-05-09	0	10.75	33	20
1992-05-10	0	8.35	32	19
1992-05-11	0	9.7	34	20
1992-05-12	0	9.65	36	20
1992-05-13	0	10.1	37	21.5
1992-05-14	0	10.15	36.5	21
1992-05-15	0	10.8	36.5	21
1992-05-16	0	11.65	36	21
1992-05-17	1	9.1	35	20.5
1992-05-18	0	11.6	36	20.5
1992-05-19	0	10.4	35.5	21.5
1992-05-20	0	10.7	35.5	21
1992-05-21	0	9.45	33.5	20.5
1992-05-22	0	10.9	33	20
1992-05-23	0	10.1	32.5	17
1992-05-24	0	10.55	34.5	17.5
1992-05-25	0	10.65	34	19.5
1992-05-26	0	11.3	35.5	20
1992-05-27	0	10.65	35	20.5
1992-05-28	0	11.5	34.5	21.5
1992-05-29	0	11.3	35	20
1992-05-30	0	9	35	20.5
1992-05-31	0	10.1	34	21
1992-06-01	0	10.8	36	21
1992-06-02	0	10.2	37.5	22.5
1992-06-03	0	10.7	38.5	23
1992-06-04	0	12.95	38.5	23.5
1992-06-05	0	11.85	37.5	24
1992-06-06	0	12	37.5	22.5
1992-06-07	0	11.05	37.5	23
1992-06-08	0	10	36.5	23.5
1992-06-09	0	10	37	22.5
1992-06-10	0	10.5	37	22.5
1992-06-11	0	11.9	38.5	23
1992-06-12	0	13.35	40.5	23
1992-06-13	0	13	39	22.5
1992-06-14	0	12.3	39	21.5
1992-06-15	0	12.95	39.5	22
1992-06-16	0	11.6	39	22.5
1992-06-17	0	14.7	39.5	23
1992-06-18	0	10.15	39	24
1992-06-19	0	12.45	38.5	22.5
1992-06-20	0	11.2	39.5	24
1992-06-21	0	10	39.5	26
1992-06-22	0	13.45	40.5	26
1992-06-23	0	11.35	39	27
1992-06-24	0	12.8	41	26
1992-06-25	0	11.8	41	26.5
1992-06-26	0	11.4	40.5	26
1992-06-27	0	12.6	39.5	27
1992-06-28	0	12.3	40	27
1992-06-29	0	12.6	39	27
1992-06-30	0	12.65	40.5	26.5
1992-07-01	0	11.05	39.5	26
1992-07-02	0	11.2	39.5	27
1992-07-03	0	13.4	40.5	26.5
1992-07-04	2	12.1	40	26
1992-07-05	25	8.9	38	29
1992-07-06	5	7.4	32	26.5
1992-07-07	15	8.9	37	24
1992-07-08	0	3.6	36	22
1992-07-09	29	10.35	36.5	21
1992-07-10	18	9.75	36.5	23
1992-07-11	0	9.1	35.5	21
1992-07-12	0	7.15	36	21.5
1992-07-13	0	10	37.5	23
1992-07-14	0	10.2	37	24.5
1992-07-15	0	9.45	37.5	25
1992-07-16	12	9.1	38	26
1992-07-17	10	11.6	37	27
1992-07-18	0	9.5	35.5	22.5
1992-07-19	0	8.2	34.5	21.5
1992-07-20	0	6	33	24
1992-07-21	0	10.1	36	24
1992-07-22	5	7.35	34	24
1992-07-23	0	6.4	34.5	25
1992-07-24	0	5.5	32.5	23.5
1992-07-25	0	8.25	35	24
1992-07-26	0	9.1	36	25
1992-07-27	35	8.35	36	25
1992-07-28	3	10.15	34.5	26.5
1992-07-29	0	6.85	34.5	22
1992-07-30	5	5.35	31.5	22
1992-07-31	0	6.3	34	25
1992-08-01	18	3.7	34	23.5
1992-08-02	0	5.4	33	23.5
1992-08-03	9	4.6	30.5	24
1992-08-04	0	7	33.5	23.5
1992-08-05	40	13.6	36	24
1992-08-06	0	6.2	34	21
1992-08-07	0.5	7.25	34.5	21
1992-08-08	1	6.7	35.5	23
1992-08-09	0	8.75	36	23
1992-08-10	0	9.05	37	24
1992-08-11	0	8.95	35.5	24.5
1992-08-12	13	5.7	35	25
1992-08-13	48	9.2	35	24.5
1992-08-14	1	12.3	31.5	21.5
1992-08-15	0	6.25	33.5	23
1992-08-16	0	6.75	33	25
1992-08-17	0	7.2	35	25
1992-08-18	5	8.5	35.5	25
1992-08-19	0	6.1	35	24.5
1992-08-20	20	5.2	31	24
1992-08-21	0	5.3	33.5	24.5
1992-08-22	0	7.3	35	24
1992-08-23	10.5	4.5	31	25
1992-08-24	0	6.6	33.5	24
1992-08-25	0	7.5	35.5	24
1992-08-26	3.5	5.35	33.5	24
1992-08-27	0	6.55	34	23.5
1992-08-28	0	6.25	34	23.5
1992-08-29	1	4.75	32	24
1992-08-30	0	6.75	35	24
1992-08-31	0	7.6	36	24.5
1992-09-01	0	6.1	36	25
1992-09-02	0	6.5	37	25
1992-09-03	0	9.25	37.5	25.5
1992-09-04	0	3.5	39	26
1992-09-05	8	9.1	35.5	25
1992-09-06	0	7.45	32	20
1992-09-07	0	8.8	36.5	24
1992-09-08	15	8.4	37	25
1992-09-09	0	7.7	34.5	21
1992-09-10	0	7.1	34.5	23
1992-09-11	0	7.65	36	23.5
1992-09-12	0	9	36	23
1992-09-13	0	6.05	34	23.5
1992-09-14	0	6.7	36	23
1992-09-15	38	9.65	34.5	23.5
1992-09-16	0	9.25	33	23
1992-09-17	17	6.85	35	23.5
1992-09-18	47	7.1	33	22
1992-09-19	0	4.25	32	21.5
1992-09-20	0	5.45	32	23
1992-09-21	0	5.4	32	24.5
1992-09-22	0	5.5	33.5	24
1992-09-23	0	7.8	36.5	24
1992-09-24	0	7.1	35	24
1992-09-25	0	6.4	35	24
1992-09-26	0	6.25	35	24.5
1992-09-27	0	7.15	37	25
1992-09-28	0	8.2	38.5	24
1992-09-29	0	9.9	38	24
1992-09-30	0	11.5	37.5	23
1992-10-01	0	10.6	37	23
1992-10-02	0	8.35	37	23
1992-10-03	0	8.1	37	22
1992-10-04	0	8.3	37	22
1992-10-05	0	6.85	35.5	21
1992-10-06	0	6.8	35	22
1992-10-07	0	6.4	35	22
1992-10-08	0	8.55	35	21
1992-10-09	0	7.45	35	21
1992-10-10	0	8.85	36	20
1992-10-11	0	8.55	36	20.5
1992-10-12	0	6.95	35	20.5
1992-10-13	0	4.7	34	22
1992-10-14	0	8.15	33	22
1992-10-15	0	8.6	35	20.5
1992-10-16	0	8.85	35	21
1992-10-17	0	8.25	35.5	21
1992-10-18	0	7.85	35.5	21
1992-10-19	0	6.45	34	22
1992-10-20	0	6.3	34	22
1992-10-21	0	4.7	32	21
1992-10-22	0	4.7	31	21
1992-10-23	0	4.35	34	22
1992-10-24	0	7.65	36	22
1992-10-25	0	8.35	36.5	22
1992-10-26	0	7.4	35.5	21
1992-10-27	0	7.6	34.5	20
1992-10-28	0	1.15	32.5	21.5
1992-10-29	5	2.5	28	21
1992-10-30	0	4.85	31	20.5
1992-10-31	0	3.85	32	21
1992-11-01	0	7.5	31.5	20.5
1992-11-02	0	6.45	32.5	18.5
1992-11-03	0	6.2	31	18
1992-11-04	0	6.6	26.5	15
1992-11-05	0	5.15	26	14.5
1992-11-06	0	4.3	28	13
1992-11-07	0	2.15	29	13
1992-11-08	0	5.85	30	14
1992-11-09	0	5.65	30	15
1992-11-10	0	6.15	31	17
1992-11-11	0	6.25	29	17
1992-11-12	0	6.15	29	15
1992-11-13	0	5.3	29.5	15
1992-11-14	0	4.3	31	15.5
1992-11-15	0	6	31.5	15
1992-11-16	0	4.85	30	16
1992-11-17	0	2.85	25	17
1992-11-18	0	3.05	26.5	16
1992-11-19	0	3.05	27	15
1992-11-20	0	3.8	26	14
1992-11-21	0	3.98	25	12
1992-11-22	0	4.3	25	14
1992-11-23	0	2.72	25	13
1992-11-24	0	4.7	24	11
1992-11-25	0	4.9	25.5	12.5
1992-11-26	0	6	26	11.5
1992-11-27	0	6.1	28	11
1992-11-28	0	4	26	11
1992-11-29	0	6	27.5	10.5
1992-11-30	0	4.3	30	12
1992-12-01	0	5.5	30.5	10
1992-12-02	2	4.11	28	14.5
1992-12-03	10	3.8	27	15
1992-12-04	0	3.9	28	15.5
1992-12-05	0	2.8	26	18.5
1992-12-06	0	3.85	24.5	15.5
1992-12-07	0	2.45	22.5	14
1992-12-08	0	4	23.5	14.5
1992-12-09	0	3.9	26.5	11.5
1992-12-10	0	2.8	25	10.5
1992-12-11	0	3.8	28	12
1992-12-12	0	3.3	26	12
1992-12-13	0	4.8	20	11.5
1992-12-14	0	3	20	8
1992-12-15	0	3.4	21	3.5
1992-12-16	0	3.3	25.5	7.5
1992-12-17	0	4	23	7
1992-12-18	0	2.9	23.5	9.5
1992-12-19	0	3.2	27.5	11.5
1992-12-20	5	0.6	23	10.5
1992-12-21	0	2	25	13
1992-12-22	0	2.42	28	14
1992-12-23	0	4.43	28	13.5
1992-12-24	0	3.65	24.5	13.5
1992-12-25	0	3.15	28.5	13.5
1992-12-26	1.5	0.45	23	14.5
1992-12-27	6	1.9	22	14.5
1992-12-28	0	1.15	24	16.5
1992-12-29	0	4.5	26	17.5
1992-12-30	0	3.15	26	17.5
1992-12-31	0	0.4	26.5	16
1993-01-01	0	3.2	25	15.5
1993-01-02	0	1.15	26	16
1993-01-03	0	2.9	24	14
1993-01-04	0	2	20.5	13.5
